PBfusion.1.2	transcript/80175
PBfusion.1344.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1345.1	transcript/94111,transcript/90102
PBfusion.1345.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1346.1	transcript/123164,transcript/127868
PBfusion.1346.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1347.1	transcript/155810
PBfusion.1347.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1348.1	transcript/174177
PBfusion.1348.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1349.1	transcript/191678
PBfusion.1349.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1350.1	transcript/157021,transcript/166853,transcript/161739
PBfusion.1350.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1351.1	transcript/122869
PBfusion.1351.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1352.1	transcript/175446
PBfusion.1352.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1353.1	transcript/75382
PBfusion.1353.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1354.1	transcript/92452
PBfusion.1354.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1355.1	transcript/98123
PBfusion.1355.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1356.1	transcript/168248
PBfusion.1356.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1357.1	transcript/133175
PBfusion.1357.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1358.1	transcript/89365
PBfusion.1358.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1359.1	transcript/9467
PBfusion.1359.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1360.1	transcript/112627
PBfusion.1360.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1361.1	transcript/140108
PBfusion.1361.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1362.1	transcript/67209
PBfusion.1362.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1363.1	transcript/128168
PBfusion.1363.2	transcript/128168
PBfusion.1364.2	transcript/141270
PBfusion.1364.1	transcript/141270
PBfusion.1365.2	transcript/195137,transcript/197003
PBfusion.1365.1	transcript/195137,transcript/197003
PBfusion.1366.2	transcript/10071,transcript/112104,transcript/12546,transcript/14917,transcript/42172,transcript/4334,transcript/4406,transcript/6002,transcript/6415
PBfusion.1366.1	transcript/10071
PBfusion.1367.2	transcript/10071,transcript/112104,transcript/12546,transcript/14917,transcript/42172,transcript/4334,transcript/4406,transcript/6002,transcript/6415
PBfusion.1367.1	transcript/4406,transcript/112104
PBfusion.1368.2	transcript/10071,transcript/112104,transcript/12546,transcript/14917,transcript/42172,transcript/4334,transcript/4406,transcript/6002,transcript/6415
PBfusion.1368.1	transcript/12546
PBfusion.1369.2	transcript/10071,transcript/112104,transcript/12546,transcript/14917,transcript/42172,transcript/4334,transcript/4406,transcript/6002,transcript/6415
PBfusion.1369.1	transcript/14917
PBfusion.1370.2	transcript/10071,transcript/112104,transcript/12546,transcript/14917,transcript/42172,transcript/4334,transcript/4406,transcript/6002,transcript/6415
PBfusion.1370.1	transcript/6002,transcript/6415,transcript/42172
PBfusion.1371.2	transcript/10071,transcript/112104,transcript/12546,transcript/14917,transcript/42172,transcript/4334,transcript/4406,transcript/6002,transcript/6415
PBfusion.1371.1	transcript/4334
PBfusion.1372.2	transcript/40606,transcript/44378,transcript/44529,transcript/44850,transcript/48668
PBfusion.1372.1	transcript/40606
PBfusion.1373.2	transcript/40606,transcript/44378,transcript/44529,transcript/44850,transcript/48668
PBfusion.1373.1	transcript/44378
PBfusion.1374.2	transcript/40606,transcript/44378,transcript/44529,transcript/44850,transcript/48668
PBfusion.1374.1	transcript/44529
PBfusion.1375.2	transcript/40606,transcript/44378,transcript/44529,transcript/44850,transcript/48668
PBfusion.1375.1	transcript/44850
PBfusion.1376.2	transcript/40606,transcript/44378,transcript/44529,transcript/44850,transcript/48668
PBfusion.1376.1	transcript/48668
PBfusion.1377.2	transcript/79548
PBfusion.1377.1	transcript/79548
PBfusion.1378.2	transcript/97553
PBfusion.1378.1	transcript/97553
PBfusion.1379.2	transcript/111292
PBfusion.1379.1	transcript/111292
PBfusion.1380.1	transcript/112079
PBfusion.1380.2	transcript/112079
PBfusion.1381.2	transcript/144432
PBfusion.1381.1	transcript/112836,transcript/144432
PBfusion.1382.2	transcript/91505
PBfusion.1382.1	transcript/91505
PBfusion.1383.2	transcript/112836
PBfusion.1383.1	transcript/112836,transcript/144432
PBfusion.1384.1	transcript/101881
PBfusion.1384.2	transcript/101881,transcript/15649
PBfusion.1385.2	transcript/82165
PBfusion.1385.1	transcript/82165
PBfusion.1386.2	transcript/152150
PBfusion.1386.1	transcript/152150
PBfusion.1387.1	transcript/114499
PBfusion.1387.2	transcript/114499
PBfusion.1388.1	transcript/181632
PBfusion.1388.2	transcript/181632
PBfusion.1389.1	transcript/168894
PBfusion.1389.2	transcript/168894
PBfusion.1390.1	transcript/3834
PBfusion.1390.2	transcript/3834
PBfusion.1391.1	transcript/135836
PBfusion.1391.2	transcript/135836
